A/D,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
12,4.0,4.0,3.5,3.2,3.0000000000000004,2.8,2.6000000000000005,2.400000000000001,2.1999999999999997,2.0,1.8571428571428572,1.7142857142857142,1.6071428571428574,1.5000000000000002,1.4166666666666667,1.3333333333333337,1.2666666666666666,1.2000000000000002,1.1454545454545457,1.0909090909090913,1.0454545454545454,1.0,0.9615384615384617,0.9230769230769231,0.8846153846153849,0.8461538461538463,0.8076923076923078,0.7692307692307692,0.7307692307692311,0.6923076923076925
13,4.0,4.0,3.625,3.3000000000000003,3.0833333333333335,2.9000000000000012,2.7166666666666663,2.5333333333333328,2.35,2.166666666666666,2.011904761904762,1.8571428571428572,1.7410714285714288,1.6250000000000007,1.534722222222223,1.4444444444444446,1.3722222222222225,1.3000000000000005,1.240909090909091,1.1818181818181819,1.132575757575758,1.0833333333333328,1.041666666666667,1.0000000000000002,0.9642857142857141,0.9285714285714289,0.8928571428571429,0.8571428571428569,0.8214285714285723,0.7857142857142856
14,4.0,4.0,3.75,3.3999999999999995,3.166666666666667,3.0,2.833333333333333,2.666666666666666,2.500000000000004,2.333333333333334,2.166666666666667,2.0000000000000004,1.8749999999999998,1.75,1.652777777777778,1.5555555555555558,1.4777777777777779,1.3999999999999997,1.3363636363636382,1.2727272727272732,1.219696969696969,1.1666666666666672,1.1217948717948711,1.0769230769230775,1.0384615384615385,1.0000000000000002,0.9666666666666666,0.9333333333333336,0.9,0.8666666666666667
15,4.0,4.0,3.75,3.5000000000000004,3.250000000000001,3.071428571428571,2.916666666666666,2.7619047619047628,2.607142857142858,2.4523809523809526,2.2976190476190483,2.1428571428571432,2.0089285714285716,1.8749999999999996,1.7708333333333335,1.6666666666666674,1.583333333333334,1.5000000000000002,1.4318181818181812,1.3636363636363649,1.3068181818181823,1.2499999999999998,1.2019230769230769,1.153846153846154,1.1126373626373625,1.0714285714285714,1.0357142857142858,1.0000000000000002,0.9687499999999999,0.9375
16,4.0,4.0,4.0,3.6000000000000005,3.3333333333333335,3.1428571428571423,2.9999999999999996,2.8571428571428577,2.714285714285714,2.5714285714285725,2.4285714285714293,2.2857142857142856,2.142857142857143,2.0,1.888888888888889,1.7777777777777783,1.6888888888888884,1.5999999999999999,1.5272727272727276,1.4545454545454553,1.3939393939393943,1.333333333333334,1.282051282051282,1.2307692307692308,1.1868131868131864,1.1428571428571435,1.104761904761905,1.0666666666666669,1.0333333333333332,1.0000000000000002
17,4.0,4.0,4.0,3.666666666666667,3.416666666666666,3.214285714285715,3.0624999999999996,2.928571428571429,2.7946428571428577,2.660714285714286,2.5267857142857184,2.3928571428571423,2.2589285714285725,2.1250000000000004,2.0069444444444446,1.888888888888889,1.7944444444444445,1.7000000000000002,1.622727272727273,1.5454545454545452,1.4810606060606064,1.416666666666667,1.3621794871794877,1.3076923076923073,1.2609890109890116,1.2142857142857149,1.1738095238095236,1.1333333333333329,1.0979166666666667,1.0625
18,4.0,4.0,4.0,3.7500000000000004,3.5,3.285714285714286,3.1250000000000004,3.0000000000000004,2.875000000000001,2.7500000000000004,2.6250000000000027,2.500000000000001,2.375,2.250000000000001,2.125000000000001,2.0,1.8999999999999997,1.8000000000000003,1.7181818181818185,1.636363636363637,1.568181818181819,1.5,1.442307692307694,1.3846153846153846,1.3351648351648358,1.285714285714286,1.2428571428571433,1.2000000000000006,1.1625000000000005,1.1250000000000004
19,4.0,4.0,4.0,3.75,3.5833333333333335,3.357142857142858,3.1875000000000013,3.0555555555555562,2.9375000000000018,2.819444444444445,2.7013888888888897,2.5833333333333335,2.465277777777776,2.3472222222222223,2.229166666666668,2.1111111111111116,2.005555555555556,1.9000000000000001,1.8136363636363635,1.7272727272727273,1.6553030303030307,1.5833333333333341,1.5224358974358974,1.4615384615384615,1.4093406593406592,1.3571428571428572,1.311904761904761,1.2666666666666693,1.2270833333333344,1.1875
20,4.0,4.0,4.0,4.0,3.6666666666666665,3.428571428571429,3.25,3.111111111111111,3.000000000000001,2.8888888888888893,2.7777777777777772,2.666666666666667,2.555555555555556,2.4444444444444464,2.333333333333334,2.2222222222222228,2.111111111111112,2.0000000000000004,1.9090909090909087,1.8181818181818183,1.742424242424243,1.6666666666666683,1.602564102564105,1.5384615384615399,1.4835164835164834,1.42857142857143,1.3809523809523836,1.3333333333333328,1.291666666666667,1.2500000000000007
21,4.0,4.0,4.0,4.0,3.75,3.4999999999999996,3.3124999999999996,3.166666666666667,3.05,2.944444444444444,2.8388888888888886,2.7333333333333334,2.62777777777778,2.5222222222222297,2.4166666666666674,2.3111111111111113,2.2055555555555566,2.100000000000001,2.0045454545454553,1.9090909090909087,1.8295454545454544,1.7500000000000002,1.6826923076923082,1.6153846153846156,1.5576923076923086,1.5000000000000004,1.4500000000000008,1.4000000000000017,1.3562499999999995,1.3125000000000009
22,4.0,4.0,4.0,4.0,3.75,3.5714285714285716,3.3750000000000013,3.222222222222222,3.0999999999999996,3.0,2.8999999999999995,2.8000000000000007,2.699999999999999,2.600000000000001,2.5,2.4,2.3000000000000003,2.2,2.1000000000000005,2.000000000000001,1.9166666666666672,1.8333333333333337,1.762820512820512,1.6923076923076938,1.6318681318681316,1.571428571428573,1.5190476190476192,1.4666666666666672,1.4208333333333334,1.3750000000000002
23,4.0,4.0,4.0,4.0,3.75,3.6250000000000004,3.437500000000001,3.277777777777779,3.15,3.045454545454546,2.9500000000000006,2.854545454545454,2.7590909090909097,2.663636363636363,2.568181818181818,2.4727272727272713,2.377272727272728,2.2818181818181817,2.1863636363636365,2.0909090909090917,2.003787878787879,1.9166666666666685,1.8429487179487178,1.7692307692307698,1.706043956043956,1.6428571428571446,1.5880952380952382,1.5333333333333339,1.4854166666666668,1.4374999999999998
24,4.0,4.0,4.0,4.0,4.0,3.666666666666667,3.5000000000000004,3.3333333333333357,3.2000000000000006,3.0909090909090917,3.0,2.9090909090909083,2.8181818181818192,2.727272727272728,2.63636363636364,2.5454545454545503,2.454545454545454,2.3636363636363646,2.2727272727272734,2.181818181818182,2.090909090909092,2.000000000000001,1.923076923076923,1.8461538461538463,1.7802197802197803,1.714285714285714,1.6571428571428575,1.5999999999999999,1.5500000000000012,1.4999999999999998
25,4.0,4.0,4.0,4.0,4.0,3.75,3.5625000000000004,3.3888888888888893,3.2500000000000004,3.1363636363636367,3.0416666666666665,2.954545454545456,2.8674242424242435,2.780303030303033,2.693181818181819,2.606060606060606,2.5189393939393936,2.4318181818181897,2.34469696969697,2.2575757575757582,2.170454545454546,2.0833333333333335,2.0032051282051295,1.9230769230769238,1.8543956043956051,1.7857142857142863,1.7261904761904754,1.6666666666666665,1.6145833333333397,1.5625000000000002
26,4.0,4.0,4.0,4.0,4.0,3.75,3.625,3.444444444444444,3.300000000000001,3.1818181818181817,3.0833333333333344,3.0,2.9166666666666674,2.8333333333333353,2.7500000000000018,2.6666666666666656,2.5833333333333397,2.5000000000000013,2.4166666666666656,2.3333333333333353,2.2500000000000004,2.1666666666666674,2.0833333333333344,1.9999999999999998,1.9285714285714288,1.8571428571428568,1.7952380952380964,1.7333333333333325,1.679166666666668,1.6249999999999998
27,4.0,4.0,4.0,4.0,4.0,3.75,3.666666666666668,3.5,3.3500000000000005,3.227272727272725,3.125,3.0384615384615388,2.958333333333335,2.87820512820513,2.7980769230769247,2.7179487179487176,2.6378205128205146,2.557692307692308,2.4775641025641026,2.397435897435898,2.317307692307692,2.237179487179497,2.1570512820512824,2.076923076923077,2.002747252747253,1.9285714285714282,1.8642857142857139,1.8000000000000003,1.74375,1.6875000000000002
28,4.0,4.0,4.0,4.0,4.0,4.0,3.7500000000000004,3.555555555555556,3.4000000000000012,3.272727272727274,3.1666666666666665,3.0769230769230766,3.0000000000000018,2.923076923076924,2.8461538461538463,2.769230769230771,2.692307692307706,2.615384615384616,2.538461538461539,2.4615384615384617,2.3846153846153855,2.3076923076923084,2.230769230769231,2.1538461538461537,2.076923076923079,2.0000000000000004,1.9333333333333338,1.8666666666666665,1.8083333333333331,1.7500000000000016
29,4.0,4.0,4.0,4.0,4.0,4.0,3.75,3.6,3.4499999999999993,3.3181818181818192,3.2083333333333344,3.1153846153846154,3.0357142857142874,2.96153846153846,2.887362637362639,2.813186813186813,2.739010989010989,2.6648351648351647,2.5906593406593412,2.5164835164835173,2.4423076923076925,2.3681318681318677,2.2939560439560434,2.2197802197802217,2.145604395604396,2.071428571428573,2.002380952380953,1.9333333333333331,1.8729166666666666,1.8125000000000004
30,4.0,4.0,4.0,4.0,4.0,4.0,3.75,3.6666666666666665,3.5000000000000018,3.3636363636363646,3.2500000000000013,3.1538461538461546,3.0714285714285716,3.0000000000000004,2.9285714285714297,2.85714285714286,2.7857142857142874,2.7142857142857184,2.6428571428571472,2.571428571428571,2.5000000000000004,2.4285714285714284,2.357142857142857,2.285714285714287,2.214285714285715,2.1428571428571437,2.0714285714285725,1.9999999999999993,1.9375000000000009,1.8750000000000002
