A/D,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
11,7.375,6.75,6.124999999999999,5.499999999999999,5.041666666666667,4.583333333333334,4.125,3.6666666666666665,3.4375000000000004,3.208333333333333,2.9791666666666665,2.750000000000002,2.6125000000000003,2.4750000000000005,2.3375,2.2,2.1083333333333334,2.0166666666666675,1.925,1.833333333333334,1.767857142857144,1.7023809523809523,1.636904761904762,1.5714285714285712,1.522321428571429,1.473214285714286,1.4241071428571432,1.3750000000000002,1.3368055555555562,1.2986111111111112
12,7.5,7.0,6.5,6.0,5.500000000000001,5.0,4.500000000000003,4.0,3.75,3.5,3.25,2.999999999999999,2.849999999999999,2.7,2.55,2.400000000000001,2.3000000000000003,2.2000000000000006,2.1,2.0000000000000018,1.9285714285714286,1.857142857142857,1.7857142857142867,1.7142857142857146,1.660714285714286,1.6071428571428579,1.553571428571429,1.5000000000000002,1.4583333333333335,1.4166666666666672
13,7.625,7.083333333333335,6.6250000000000036,6.166666666666668,5.708333333333333,5.250000000000001,4.791666666666668,4.333333333333333,4.0625,3.791666666666667,3.5208333333333344,3.25,3.0875,2.925,2.762500000000002,2.6000000000000028,2.491666666666667,2.3833333333333333,2.275000000000001,2.1666666666666665,2.089285714285714,2.0119047619047628,1.9345238095238098,1.8571428571428579,1.7991071428571432,1.7410714285714282,1.6830357142857142,1.6250000000000009,1.5798611111111107,1.5347222222222223
14,7.75,7.166666666666668,6.75,6.333333333333334,5.916666666666667,5.5,5.083333333333333,4.666666666666667,4.375,4.083333333333333,3.7916666666666674,3.5,3.325,3.1499999999999995,2.975000000000002,2.8000000000000003,2.6833333333333327,2.566666666666667,2.45,2.333333333333333,2.250000000000001,2.166666666666667,2.0833333333333335,2.000000000000002,1.9375000000000007,1.8750000000000004,1.8125,1.7500000000000007,1.7013888888888882,1.6527777777777786
15,7.875,7.25,6.875000000000001,6.5000000000000036,6.125,5.749999999999999,5.374999999999999,4.999999999999999,4.6875,4.375000000000004,4.062500000000004,3.7499999999999996,3.5625,3.3750000000000004,3.1875,3.0,2.8750000000000013,2.75,2.625,2.500000000000001,2.4107142857142856,2.3214285714285725,2.2321428571428577,2.142857142857143,2.075892857142858,2.008928571428571,1.941964285714286,1.8749999999999996,1.8229166666666672,1.7708333333333337
16,8.0,7.333333333333333,6.999999999999999,6.666666666666666,6.333333333333334,6.0,5.666666666666666,5.333333333333333,5.0,4.666666666666668,4.333333333333334,4.000000000000002,3.7999999999999994,3.6,3.3999999999999995,3.2,3.066666666666666,2.933333333333335,2.800000000000001,2.666666666666668,2.5714285714285747,2.4761904761904763,2.380952380952381,2.285714285714286,2.2142857142857144,2.142857142857145,2.071428571428574,2.0000000000000004,1.9444444444444464,1.8888888888888888
17,8.0,7.416666666666666,7.062500000000001,6.750000000000002,6.437500000000001,6.124999999999999,5.8125,5.500000000000003,5.187500000000002,4.875000000000001,4.562500000000002,4.250000000000001,4.0375,3.8250000000000006,3.6125000000000003,3.4000000000000004,3.258333333333333,3.1166666666666716,2.9750000000000005,2.833333333333337,2.7321428571428568,2.6309523809523805,2.529761904761905,2.428571428571432,2.3526785714285716,2.2767857142857153,2.2008928571428577,2.125000000000001,2.065972222222222,2.006944444444444
18,8.0,7.5,7.125,6.833333333333333,6.541666666666666,6.25,5.958333333333334,5.666666666666667,5.375,5.083333333333338,4.791666666666668,4.499999999999999,4.275,4.05,3.825,3.6,3.45,3.3000000000000003,3.15,3.000000000000002,2.892857142857142,2.785714285714285,2.6785714285714284,2.571428571428572,2.49107142857143,2.4107142857142856,2.330357142857143,2.2499999999999996,2.1874999999999996,2.1250000000000004
19,8.0,7.583333333333333,7.187500000000001,6.916666666666671,6.645833333333333,6.374999999999998,6.104166666666668,5.833333333333333,5.562500000000002,5.291666666666667,5.020833333333334,4.750000000000001,4.512500000000001,4.275,4.0375000000000005,3.8000000000000043,3.641666666666667,3.483333333333334,3.3250000000000006,3.166666666666669,3.0535714285714293,2.9404761904761916,2.8273809523809534,2.7142857142857166,2.629464285714286,2.5446428571428568,2.459821428571429,2.3750000000000004,2.3090277777777772,2.2430555555555554
20,8.0,7.666666666666667,7.25,6.999999999999999,6.750000000000001,6.500000000000003,6.25,6.0,5.75,5.5,5.25,5.0,4.750000000000001,4.500000000000001,4.25,4.000000000000002,3.833333333333334,3.6666666666666665,3.5,3.333333333333335,3.2142857142857224,3.0952380952380953,2.976190476190476,2.8571428571428568,2.767857142857143,2.678571428571428,2.5892857142857224,2.500000000000001,2.430555555555556,2.361111111111111
21,8.0,7.75,7.3125,7.050000000000001,6.8125,6.575000000000001,6.3375,6.100000000000001,5.862500000000001,5.625000000000001,5.387500000000001,5.149999999999999,4.912500000000001,4.675000000000001,4.437500000000001,4.200000000000001,4.0249999999999995,3.8500000000000023,3.675,3.5,3.3750000000000013,3.25,3.1250000000000018,3.0000000000000004,2.9062500000000027,2.8125000000000004,2.7187500000000004,2.6249999999999987,2.5520833333333335,2.479166666666668
22,8.0,7.833333333333333,7.375000000000001,7.1,6.875,6.65,6.424999999999999,6.199999999999999,5.975000000000001,5.75,5.525,5.3,5.0750000000000055,4.850000000000002,4.625000000000002,4.4,4.216666666666668,4.033333333333332,3.850000000000001,3.6666666666666683,3.5357142857142856,3.404761904761905,3.2738095238095335,3.1428571428571463,3.044642857142862,2.9464285714285707,2.848214285714285,2.7500000000000018,2.6736111111111107,2.5972222222222254
23,8.0,7.875,7.4375,7.15,6.937500000000002,6.725000000000005,6.512500000000001,6.300000000000001,6.0875,5.874999999999999,5.662500000000002,5.450000000000022,5.237499999999999,5.025,4.812500000000001,4.599999999999999,4.408333333333333,4.216666666666666,4.024999999999999,3.8333333333333344,3.6964285714285716,3.5595238095238098,3.422619047619047,3.2857142857142883,3.183035714285715,3.0803571428571423,2.9776785714285716,2.8750000000000058,2.7951388888888884,2.715277777777778
24,8.0,8.0,7.500000000000002,7.200000000000001,7.000000000000001,6.800000000000004,6.60000000000001,6.4,6.2,5.999999999999999,5.8,5.6,5.400000000000001,5.200000000000002,4.999999999999999,4.800000000000001,4.600000000000002,4.399999999999999,4.200000000000001,4.000000000000002,3.8571428571428563,3.7142857142857153,3.5714285714285725,3.428571428571429,3.321428571428575,3.2142857142857144,3.107142857142861,3.000000000000008,2.9166666666666705,2.833333333333335
25,8.0,8.0,7.562500000000001,7.25,7.041666666666667,6.850000000000002,6.658333333333333,6.466666666666668,6.275000000000001,6.083333333333334,5.891666666666667,5.699999999999999,5.508333333333333,5.316666666666665,5.125000000000002,4.9333333333333345,4.741666666666667,4.550000000000006,4.358333333333333,4.166666666666667,4.017857142857142,3.8690476190476217,3.7202380952380967,3.571428571428572,3.4598214285714293,3.3482142857142856,3.2366071428571455,3.1250000000000004,3.038194444444444,2.9513888888888893
26,8.0,8.0,7.625,7.300000000000001,7.083333333333333,6.9,6.71666666666667,6.533333333333333,6.350000000000001,6.166666666666668,5.983333333333333,5.800000000000001,5.616666666666668,5.433333333333334,5.25,5.066666666666666,4.883333333333338,4.700000000000001,4.5166666666666675,4.333333333333331,4.178571428571431,4.0238095238095255,3.8690476190476177,3.7142857142857166,3.5982142857142874,3.4821428571428563,3.366071428571433,3.2500000000000155,3.1597222222222237,3.069444444444444
27,8.0,8.0,7.6875,7.35,7.125,6.9500000000000055,6.775000000000001,6.600000000000005,6.4250000000000025,6.25,6.074999999999998,5.9,5.725000000000001,5.550000000000003,5.375000000000001,5.200000000000001,5.025,4.850000000000002,4.675,4.500000000000001,4.339285714285714,4.178571428571431,4.017857142857144,3.8571428571428603,3.736607142857143,3.6160714285714297,3.495535714285714,3.3750000000000053,3.2812499999999996,3.1875000000000004
28,8.0,8.0,7.750000000000001,7.400000000000001,7.166666666666668,7.000000000000001,6.833333333333333,6.666666666666668,6.500000000000001,6.333333333333335,6.166666666666687,6.00000000000001,5.833333333333334,5.666666666666668,5.500000000000001,5.333333333333334,5.166666666666665,4.999999999999999,4.833333333333334,4.666666666666667,4.499999999999999,4.333333333333333,4.166666666666664,3.9999999999999996,3.8750000000000004,3.75,3.625000000000008,3.499999999999999,3.402777777777776,3.305555555555555
29,8.0,8.0,7.8125,7.450000000000002,7.208333333333335,7.035714285714283,6.875000000000001,6.714285714285717,6.553571428571428,6.392857142857144,6.232142857142862,6.071428571428575,5.910714285714286,5.750000000000002,5.589285714285715,5.428571428571431,5.267857142857145,5.107142857142857,4.94642857142857,4.7857142857142865,4.625000000000001,4.4642857142857215,4.303571428571429,4.142857142857144,4.0133928571428585,3.8839285714285703,3.7544642857142847,3.6250000000000027,3.5243055555555562,3.423611111111119
30,8.0,8.0,7.875,7.500000000000002,7.250000000000002,7.071428571428573,6.91666666666667,6.761904761904763,6.607142857142858,6.45238095238098,6.297619047619051,6.142857142857143,5.98809523809524,5.833333333333332,5.67857142857143,5.523809523809524,5.36904761904762,5.214285714285716,5.059523809523813,4.904761904761905,4.750000000000021,4.595238095238096,4.4404761904761925,4.285714285714288,4.151785714285715,4.017857142857144,3.8839285714285703,3.7499999999999987,3.6458333333333353,3.541666666666667
